M_pbh_g,M_pbh_kg,M_pbh_Msun,Schwarzschild_radius_pc,r_eval_pc,rho_D
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.0010535263157894737,0.049437912829935295
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.0015797894736842106,0.012365378522672115
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.0021060526315789477,0.0017774461859718644
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.002632315789473685,0.00014683421446193067
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.0031585789473684216,6.971076122446871e-06
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.0036848421052631582,1.9020159031240705e-07
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.004211105263157895,2.9824297321568774e-09
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.0047373684210526325,2.6876211762160997e-11
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.00526363157894737,1.391898754101845e-13
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.005789894736842106,4.1427525717336737e-16
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.006316157894736843,7.086178741723206e-19
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.00684242105263158,6.965895702648522e-22
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.007368684210526316,3.935352055155688e-25
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.007894947368421053,1.277709048950997e-28
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.00842121052631579,2.384087049030871e-32
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.008947473684210526,2.556548312482735e-36
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.009473736842105264,1.575533557244017e-40
1261856883066018.5,1261856883066.0186,6.346060244727266e-19,6.073707445357735e-32,0.01,5.580113964031254e-45
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,1e-06,0.14999985000007499
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.0005272631578947369,0.11359379194509428
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.0010535263157894737,0.049437912829935295
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.0015797894736842106,0.012365378522672115
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.0021060526315789477,0.0017774461859718644
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.002632315789473685,0.00014683421446193067
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.0031585789473684216,6.971076122446871e-06
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.0036848421052631582,1.9020159031240705e-07
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.004211105263157895,2.9824297321568774e-09
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.0047373684210526325,2.6876211762160997e-11
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.00526363157894737,1.391898754101845e-13
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.005789894736842106,4.1427525717336737e-16
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.006316157894736843,7.086178741723206e-19
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.00684242105263158,6.965895702648522e-22
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.007368684210526316,3.935352055155688e-25
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.007894947368421053,1.277709048950997e-28
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.00842121052631579,2.384087049030871e-32
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.008947473684210526,2.556548312482735e-36
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.009473736842105264,1.575533557244017e-40
1417474162926807.8,1417474162926.8079,7.128681987628584e-19,6.822741542647947e-32,0.01,5.580113964031254e-45
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,1e-06,0.14999985000007499
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.0005272631578947369,0.11359379194509428
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.0010535263157894737,0.049437912829935295
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.0015797894736842106,0.012365378522672115
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.0021060526315789477,0.0017774461859718644
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.002632315789473685,0.00014683421446193067
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.0031585789473684216,6.971076122446871e-06
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.0036848421052631582,1.9020159031240705e-07
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.004211105263157895,2.9824297321568774e-09
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.0047373684210526325,2.6876211762160997e-11
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.00526363157894737,1.391898754101845e-13
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.005789894736842106,4.1427525717336737e-16
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.006316157894736843,7.086178741723206e-19
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.00684242105263158,6.965895702648522e-22
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.007368684210526316,3.935352055155688e-25
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.007894947368421053,1.277709048950997e-28
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.00842121052631579,2.384087049030871e-32
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.008947473684210526,2.556548312482735e-36
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.009473736842105264,1.575533557244017e-40
1592282793341093.8,1592282793341.0938,8.007819800160754e-19,7.664149545654012e-32,0.01,5.580113964031254e-45
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,1e-06,0.14999985000007499
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.0005272631578947369,0.11359379194509428
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.0010535263157894737,0.049437912829935295
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.0015797894736842106,0.012365378522672115
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.0021060526315789477,0.0017774461859718644
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.002632315789473685,0.00014683421446193067
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.0031585789473684216,6.971076122446871e-06
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.0036848421052631582,1.9020159031240705e-07
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.004211105263157895,2.9824297321568774e-09
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.0047373684210526325,2.6876211762160997e-11
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.00526363157894737,1.391898754101845e-13
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.005789894736842106,4.1427525717336737e-16
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.006316157894736843,7.086178741723206e-19
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.00684242105263158,6.965895702648522e-22
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.007368684210526316,3.935352055155688e-25
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.007894947368421053,1.277709048950997e-28
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.00842121052631579,2.384087049030871e-32
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.008947473684210526,2.556548312482735e-36
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.009473736842105264,1.575533557244017e-40
1788649529057435.2,1788649529057.4353,8.995376433277874e-19,8.609323376970776e-32,0.01,5.580113964031254e-45
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,1e-06,0.14999985000007499
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.0005272631578947369,0.11359379194509428
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.0010535263157894737,0.049437912829935295
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.0015797894736842106,0.012365378522672115
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.0021060526315789477,0.0017774461859718644
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.002632315789473685,0.00014683421446193067
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.0031585789473684216,6.971076122446871e-06
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.0036848421052631582,1.9020159031240705e-07
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.004211105263157895,2.9824297321568774e-09
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.0047373684210526325,2.6876211762160997e-11
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.00526363157894737,1.391898754101845e-13
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.005789894736842106,4.1427525717336737e-16
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.006316157894736843,7.086178741723206e-19
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.00684242105263158,6.965895702648522e-22
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.007368684210526316,3.935352055155688e-25
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.007894947368421053,1.277709048950997e-28
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.00842121052631579,2.384087049030871e-32
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.008947473684210526,2.556548312482735e-36
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.009473736842105264,1.575533557244017e-40
2009233002565046.0,2009233002565.0461,1.0104722533185198e-18,9.671059857030815e-32,0.01,5.580113964031254e-45
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,1e-06,0.14999985000007499
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.0005272631578947369,0.11359379194509428
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.0010535263157894737,0.049437912829935295
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.0015797894736842106,0.012365378522672115
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.0021060526315789477,0.0017774461859718644
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.002632315789473685,0.00014683421446193067
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.0031585789473684216,6.971076122446871e-06
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.0036848421052631582,1.9020159031240705e-07
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.004211105263157895,2.9824297321568774e-09
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.0047373684210526325,2.6876211762160997e-11
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.00526363157894737,1.391898754101845e-13
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.005789894736842106,4.1427525717336737e-16
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.006316157894736843,7.086178741723206e-19
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.00684242105263158,6.965895702648522e-22
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.007368684210526316,3.935352055155688e-25
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.007894947368421053,1.277709048950997e-28
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.00842121052631579,2.384087049030871e-32
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.008947473684210526,2.556548312482735e-36
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.009473736842105264,1.575533557244017e-40
2257019719633917.0,2257019719633.917,1.1350877668101537e-18,1.086373396177175e-31,0.01,5.580113964031254e-45
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,1e-06,0.14999985000007499
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.0005272631578947369,0.11359379194509428
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.0010535263157894737,0.049437912829935295
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.0015797894736842106,0.012365378522672115
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.0021060526315789477,0.0017774461859718644
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.002632315789473685,0.00014683421446193067
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.0031585789473684216,6.971076122446871e-06
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.0036848421052631582,1.9020159031240705e-07
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.004211105263157895,2.9824297321568774e-09
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.0047373684210526325,2.6876211762160997e-11
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.00526363157894737,1.391898754101845e-13
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.005789894736842106,4.1427525717336737e-16
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.006316157894736843,7.086178741723206e-19
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.00684242105263158,6.965895702648522e-22
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.007368684210526316,3.935352055155688e-25
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.007894947368421053,1.277709048950997e-28
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.00842121052631579,2.384087049030871e-32
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.008947473684210526,2.556548312482735e-36
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.009473736842105264,1.575533557244017e-40
2535364493970116.5,2535364493970.1167,1.2750713679972087e-18,1.2203493447137848e-31,0.01,5.580113964031254e-45
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,1e-06,0.14999985000007499
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.0005272631578947369,0.11359379194509428
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.0010535263157894737,0.049437912829935295
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.0015797894736842106,0.012365378522672115
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.0021060526315789477,0.0017774461859718644
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.002632315789473685,0.00014683421446193067
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.0031585789473684216,6.971076122446871e-06
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.0036848421052631582,1.9020159031240705e-07
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.004211105263157895,2.9824297321568774e-09
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.0047373684210526325,2.6876211762160997e-11
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.00526363157894737,1.391898754101845e-13
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.005789894736842106,4.1427525717336737e-16
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.006316157894736843,7.086178741723206e-19
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.00684242105263158,6.965895702648522e-22
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.007368684210526316,3.935352055155688e-25
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.007894947368421053,1.277709048950997e-28
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.00842121052631579,2.384087049030871e-32
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.008947473684210526,2.556548312482735e-36
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.009473736842105264,1.575533557244017e-40
2848035868435805.0,2848035868435.805,1.432318311433434e-18,1.3708477475459807e-31,0.01,5.580113964031254e-45
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,1e-06,0.14999985000007499
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.0005272631578947369,0.11359379194509428
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.0010535263157894737,0.049437912829935295
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.0015797894736842106,0.012365378522672115
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.0021060526315789477,0.0017774461859718644
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.002632315789473685,0.00014683421446193067
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.0031585789473684216,6.971076122446871e-06
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.0036848421052631582,1.9020159031240705e-07
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.004211105263157895,2.9824297321568774e-09
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.0047373684210526325,2.6876211762160997e-11
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.00526363157894737,1.391898754101845e-13
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.005789894736842106,4.1427525717336737e-16
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.006316157894736843,7.086178741723206e-19
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.00684242105263158,6.965895702648522e-22
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.007368684210526316,3.935352055155688e-25
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.007894947368421053,1.277709048950997e-28
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.00842121052631579,2.384087049030871e-32
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.008947473684210526,2.556548312482735e-36
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.009473736842105264,1.575533557244017e-40
3199267137797384.5,3199267137797.385,1.608957582107682e-18,1.5399062203721947e-31,0.01,5.580113964031254e-45
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,1e-06,0.14999985000007499
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.0005272631578947369,0.11359379194509428
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.0010535263157894737,0.049437912829935295
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.0015797894736842106,0.012365378522672115
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.0021060526315789477,0.0017774461859718644
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.002632315789473685,0.00014683421446193067
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.0031585789473684216,6.971076122446871e-06
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.0036848421052631582,1.9020159031240705e-07
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.004211105263157895,2.9824297321568774e-09
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.0047373684210526325,2.6876211762160997e-11
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.00526363157894737,1.391898754101845e-13
3593813663804625.5,3593813663804.6255,1.8073807200237754e-18,1.729813665876443e-31,0.005789894736842106,4.1427525717336737e-16
